51.48411333,-113.1431333
51.48476667,-113.1415583
51.48405333,-113.1334467
51.482985,-113.1228767
51.48247167,-113.112935
51.48449833,-113.1034617
51.48756,-113.0950383
51.49020167,-113.0867917
51.49306833,-113.0772067
51.49858667,-113.0665817
51.50564833,-113.05268
51.50987333,-113.037025
51.51605167,-113.0218467
51.52311,-113.0002783
51.53215333,-112.972105
51.54377333,-112.9387967
51.55969667,-112.9060433
51.57534333,-112.878425
51.59118833,-112.8525433
51.609555,-112.8265483
51.63129833,-112.7998917
51.65044833,-112.7704683
51.664995,-112.74082
51.67973833,-112.7125733
51.69226833,-112.6786467
51.70382,-112.6440967
51.71632167,-112.611565
51.730675,-112.5818
51.74557,-112.549555
51.75947167,-112.5199867
51.77597833,-112.4904433
51.78952167,-112.4587083
51.80371167,-112.424155
51.81737333,-112.3946
51.82727833,-112.3690717
51.83471333,-112.3395017
51.84580833,-112.3241117
51.86060833,-112.3042417
51.87989333,-112.2882667
51.89790167,-112.2646467
51.90641,-112.2454817
51.91382,-112.2397383
51.92204333,-112.2252633
51.931335,-112.2186483
51.936515,-112.215565
51.93035667,-112.21321
52.012755,-112.2034133
51.90780167,-112.4491583
52.26034667,-112.4265717
52.11011833,-112.4784167
52.06031667,-112.4907117
52.01651167,-112.4853517
52.02673667,-112.4666033
52.03799333,-112.4451817
52.05107167,-112.4146867
52.06221,-112.3827067
52.06983667,-112.3496133
52.078765,-112.3202717
52.08735833,-112.294555
52.09434,-112.2675867
52.10034833,-112.2448583
52.10474,-112.2218633
52.108495,-112.2026233
52.11265,-112.183335
52.115995,-112.1687033
52.117935,-112.15368
52.11717,-112.1420733
52.11402667,-112.1329717
52.11302333,-112.130555
52.11301833,-112.130555
52.11297,-112.1305817
52.11295333,-112.13058
52.11295833,-112.1305583
52.11294333,-112.1305783
52.11299167,-112.1305033
52.112975,-112.1305333
52.11296,-112.13055
52.11298833,-112.1306283
52.11299167,-112.130625
52.11297167,-112.1306217
52.11299167,-112.1306117
52.113005,-112.130615
52.11300333,-112.1306767
52.11298667,-112.13062
52.11300833,-112.1306117
52.11301667,-112.13061
52.11298667,-112.1306367
52.11302333,-112.1306267
52.11299333,-112.1306117
52.11298833,-112.1306017
52.11300167,-112.1306017
52.11296667,-112.1305783
52.11301167,-112.1305683
52.11300833,-112.1305817
52.11297,-112.1305783
52.11299833,-112.1305417
52.11299,-112.1305767
52.11298167,-112.13059
52.112975,-112.130585
52.11297333,-112.130575
52.11294333,-112.1306017
52.11295333,-112.1305817
52.112965,-112.1305817
52.11296667,-112.13059
52.11296833,-112.130575
52.11296667,-112.1305783
52.11296833,-112.13059
52.11297,-112.13058
52.11296167,-112.1305783
52.11296167,-112.13058
52.11295833,-112.1305833
52.11295333,-112.130585
52.11295333,-112.1305883
52.11295667,-112.130595
52.112955,-112.1305917
52.11295667,-112.1305967
52.11295667,-112.130595
52.11295333,-112.13059
52.11295167,-112.13059
52.11293667,-112.13059
52.11295333,-112.1305917
52.11293333,-112.1305733
52.11294333,-112.13058
52.112935,-112.1305883
52.112935,-112.13058
52.11294,-112.130575
52.11294667,-112.13058
52.11295167,-112.1305867
52.11293667,-112.13059
52.11292667,-112.1305817
52.11294833,-112.1305933
52.11295833,-112.1305833
52.11294167,-112.1306067
52.11293333,-112.1305883
52.11293833,-112.1305817
52.112945,-112.1305833
52.11297667,-112.1305483
52.11311667,-112.1306883
52.11357667,-112.132305
52.11316667,-112.1329533
52.11377833,-112.13422
52.11462833,-112.1354367
52.11561833,-112.1362217
52.11681333,-112.13743
52.11720833,-112.1376083
52.11719333,-112.1376317
52.117195,-112.13761
52.11718,-112.1376333
52.11719667,-112.137635
52.11719333,-112.1375967
52.11718167,-112.1376167
52.11719,-112.1375917
